Tanggal,Wilayah,Seri,Penjualan Harian (Unit),Sumber
2024-06-13,Europe,POCO,11196,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Latin America,POCO,4665,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Middle East & Africa,POCO,3732,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Asia,Black Shark,4299,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Europe,Black Shark,1779,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Latin America,Black Shark,741,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Middle East & Africa,Black Shark,593,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Asia,Other,16436,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Europe,Other,6801,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Latin America,Other,2834,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Middle East & Africa,Other,2267,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Asia,Redmi,185920,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Europe,Redmi,76932,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Latin America,Redmi,32055,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Middle East & Africa,Redmi,25644,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Asia,Xiaomi Flagship,21925,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Europe,Xiaomi Flagship,9072,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Latin America,Xiaomi Flagship,3780,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Middle East & Africa,Xiaomi Flagship,3024,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Asia,POCO,31279,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Europe,POCO,12943,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Latin America,POCO,5393,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Middle East & Africa,POCO,4314,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Asia,Black Shark,4970,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Europe,Black Shark,2056,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Latin America,Black Shark,857,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Middle East & Africa,Black Shark,685,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Asia,Other,19001,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Europe,Other,7863,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Latin America,Other,3276,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-14,Middle East & Africa,Other,2621,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Asia,Redmi,165786,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Europe,Redmi,68601,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Latin America,Redmi,28584,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Middle East & Africa,Redmi,22867,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Asia,Xiaomi Flagship,19550,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Europe,Xiaomi Flagship,8090,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Latin America,Xiaomi Flagship,3371,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Middle East & Africa,Xiaomi Flagship,2697,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Asia,POCO,27892,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Europe,POCO,11541,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Latin America,POCO,4809,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Middle East & Africa,POCO,3847,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Asia,Black Shark,4431,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Europe,Black Shark,1834,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Latin America,Black Shark,764,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Middle East & Africa,Black Shark,611,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Asia,Other,16944,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Europe,Other,7011,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Latin America,Other,2921,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-15,Middle East & Africa,Other,2337,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Asia,Redmi,165557,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Europe,Redmi,68506,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Latin America,Redmi,28544,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Middle East & Africa,Redmi,22835,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Asia,Xiaomi Flagship,19523,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Europe,Xiaomi Flagship,8079,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Latin America,Xiaomi Flagship,3366,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Middle East & Africa,Xiaomi Flagship,2693,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Asia,POCO,27853,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Europe,POCO,11525,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Latin America,POCO,4802,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Middle East & Africa,POCO,3842,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Asia,Black Shark,4425,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Europe,Black Shark,1831,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Latin America,Black Shark,763,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Middle East & Africa,Black Shark,610,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Asia,Other,16920,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Europe,Other,7001,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Latin America,Other,2917,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-16,Middle East & Africa,Other,2334,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Asia,Redmi,176581,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Europe,Redmi,73068,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Latin America,Redmi,30445,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Middle East & Africa,Redmi,24356,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Asia,Xiaomi Flagship,20823,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Europe,Xiaomi Flagship,8617,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Latin America,Xiaomi Flagship,3590,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Middle East & Africa,Xiaomi Flagship,2872,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Asia,POCO,29708,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Europe,POCO,12293,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Latin America,POCO,5122,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Middle East & Africa,POCO,4098,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Asia,Black Shark,4720,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Europe,Black Shark,1953,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Latin America,Black Shark,814,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Middle East & Africa,Black Shark,651,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Asia,Other,18047,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Europe,Other,7468,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Latin America,Other,3112,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-17,Middle East & Africa,Other,2489,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Asia,Redmi,173428,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Europe,Redmi,71763,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Latin America,Redmi,29901,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Middle East & Africa,Redmi,23921,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Asia,Xiaomi Flagship,20451,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Europe,Xiaomi Flagship,8463,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Latin America,Xiaomi Flagship,3526,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Middle East & Africa,Xiaomi Flagship,2821,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Asia,POCO,29177,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Europe,POCO,12073,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Latin America,POCO,5031,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Middle East & Africa,POCO,4024,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Asia,Black Shark,4636,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Europe,Black Shark,1918,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Latin America,Black Shark,799,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Middle East & Africa,Black Shark,639,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Asia,Other,17725,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Europe,Other,7334,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Latin America,Other,3056,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-18,Middle East & Africa,Other,2445,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Asia,Redmi,184042,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Europe,Redmi,76156,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Latin America,Redmi,31731,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Middle East & Africa,Redmi,25385,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Asia,Xiaomi Flagship,21703,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Europe,Xiaomi Flagship,8981,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Latin America,Xiaomi Flagship,3742,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Middle East & Africa,Xiaomi Flagship,2994,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Asia,POCO,30963,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Europe,POCO,12812,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Latin America,POCO,5338,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Middle East & Africa,POCO,4271,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Asia,Black Shark,4919,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Europe,Black Shark,2036,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Latin America,Black Shark,848,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Middle East & Africa,Black Shark,679,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Asia,Other,18809,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Europe,Other,7783,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Latin America,Other,3243,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-19,Middle East & Africa,Other,2594,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Asia,Redmi,181675,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Europe,Redmi,75176,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Latin America,Redmi,31323,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Middle East & Africa,Redmi,25059,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Asia,Xiaomi Flagship,21424,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Europe,Xiaomi Flagship,8865,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Latin America,Xiaomi Flagship,3694,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Middle East & Africa,Xiaomi Flagship,2955,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Asia,POCO,30565,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Europe,POCO,12648,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Latin America,POCO,5270,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Middle East & Africa,POCO,4216,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Asia,Black Shark,4856,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Europe,Black Shark,2009,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Latin America,Black Shark,837,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Middle East & Africa,Black Shark,670,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Asia,Other,18567,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Europe,Other,7683,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Latin America,Other,3201,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-20,Middle East & Africa,Other,2561,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Asia,Redmi,173277,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Europe,Redmi,71701,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Latin America,Redmi,29875,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Middle East & Africa,Redmi,23900,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Asia,Xiaomi Flagship,20434,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Europe,Xiaomi Flagship,8455,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Latin America,Xiaomi Flagship,3523,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Middle East & Africa,Xiaomi Flagship,2818,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Asia,POCO,29152,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Europe,POCO,12063,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Latin America,POCO,5026,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Middle East & Africa,POCO,4021,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Asia,Black Shark,4632,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Europe,Black Shark,1917,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Latin America,Black Shark,799,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Middle East & Africa,Black Shark,639,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Asia,Other,17709,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Europe,Other,7328,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Latin America,Other,3053,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-21,Middle East & Africa,Other,2443,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Asia,Redmi,161681,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Europe,Redmi,66902,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Latin America,Redmi,27876,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Middle East & Africa,Redmi,22301,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Asia,Xiaomi Flagship,19066,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Europe,Xiaomi Flagship,7889,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Latin America,Xiaomi Flagship,3287,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Middle East & Africa,Xiaomi Flagship,2630,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Asia,POCO,27201,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Europe,POCO,11256,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Latin America,POCO,4690,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Middle East & Africa,POCO,3752,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Asia,Black Shark,4322,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Europe,Black Shark,1788,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Latin America,Black Shark,745,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Middle East & Africa,Black Shark,596,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Asia,Other,16524,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Europe,Other,6838,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Latin America,Other,2849,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-22,Middle East & Africa,Other,2279,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-23,Asia,Redmi,157816,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-23,Europe,Redmi,65303,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
